Date,Close,year,month,day,Year
2022-03-15,39338.785156,2022,3,15,2022
2022-03-16,41143.929688,2022,3,16,2022
2022-03-17,40951.378906,2022,3,17,2022
2022-03-18,41801.15625,2022,3,18,2022
2022-03-19,42190.652344,2022,3,19,2022
2022-03-20,41247.824219,2022,3,20,2022
2022-03-21,41077.996094,2022,3,21,2022
2022-03-22,42358.808594,2022,3,22,2022
2022-03-23,42892.957031,2022,3,23,2022
2022-03-24,43960.933594,2022,3,24,2022
2022-03-25,44348.730469,2022,3,25,2022
2022-03-26,44500.828125,2022,3,26,2022
2022-03-27,46820.492188,2022,3,27,2022
2022-03-28,47128.003906,2022,3,28,2022
2022-03-29,47465.730469,2022,3,29,2022
2022-03-30,47062.664063,2022,3,30,2022
2022-03-31,45538.675781,2022,3,31,2022
2022-04-01,46281.644531,2022,4,1,2022
2022-04-02,45868.949219,2022,4,2,2022
2022-04-03,46453.566406,2022,4,3,2022
2022-04-04,46622.675781,2022,4,4,2022
2022-04-05,45555.992188,2022,4,5,2022
2022-04-06,43206.738281,2022,4,6,2022
2022-04-07,43503.847656,2022,4,7,2022
2022-04-08,42287.664063,2022,4,8,2022
2022-04-09,42782.136719,2022,4,9,2022
2022-04-10,42207.671875,2022,4,10,2022
2022-04-11,39521.902344,2022,4,11,2022
2022-04-12,40127.183594,2022,4,12,2022
2022-04-13,41166.730469,2022,4,13,2022
2022-04-14,39935.515625,2022,4,14,2022
2022-04-15,40553.464844,2022,4,15,2022
2022-04-16,40424.484375,2022,4,16,2022
2022-04-17,39716.953125,2022,4,17,2022
2022-04-18,40826.214844,2022,4,18,2022
2022-04-19,41502.75,2022,4,19,2022
2022-04-20,41374.378906,2022,4,20,2022
2022-04-21,40527.363281,2022,4,21,2022
2022-04-22,39740.320313,2022,4,22,2022
2022-04-23,39486.730469,2022,4,23,2022
2022-04-24,39469.292969,2022,4,24,2022
2022-04-25,40458.308594,2022,4,25,2022
2022-04-26,38117.460938,2022,4,26,2022
2022-04-27,39241.121094,2022,4,27,2022
2022-04-28,39773.828125,2022,4,28,2022
2022-04-29,38609.824219,2022,4,29,2022
2022-04-30,37714.875,2022,4,30,2022
2022-05-01,38469.09375,2022,5,1,2022
2022-05-02,38529.328125,2022,5,2,2022
2022-05-03,37750.453125,2022,5,3,2022
2022-05-04,39698.371094,2022,5,4,2022
2022-05-05,36575.140625,2022,5,5,2022
2022-05-06,36040.921875,2022,5,6,2022
2022-05-07,35501.953125,2022,5,7,2022
2022-05-08,34059.265625,2022,5,8,2022
2022-05-09,30296.953125,2022,5,9,2022
2022-05-10,31022.90625,2022,5,10,2022
2022-05-11,28936.355469,2022,5,11,2022
2022-05-12,29047.751953,2022,5,12,2022
2022-05-13,29283.103516,2022,5,13,2022
2022-05-14,30101.265625,2022,5,14,2022
2022-05-15,31305.113281,2022,5,15,2022
2022-05-16,29862.917969,2022,5,16,2022
2022-05-17,30425.857422,2022,5,17,2022
2022-05-18,28720.271484,2022,5,18,2022
2022-05-19,30314.333984,2022,5,19,2022
2022-05-20,29200.740234,2022,5,20,2022
2022-05-21,29432.226563,2022,5,21,2022
2022-05-22,30323.722656,2022,5,22,2022
2022-05-23,29098.910156,2022,5,23,2022
2022-05-24,29655.585938,2022,5,24,2022
2022-05-25,29562.361328,2022,5,25,2022
2022-05-26,29267.224609,2022,5,26,2022
2022-05-27,28627.574219,2022,5,27,2022
2022-05-28,28814.900391,2022,5,28,2022
2022-05-29,29445.957031,2022,5,29,2022
2022-05-30,31726.390625,2022,5,30,2022
2022-05-31,31792.310547,2022,5,31,2022
2022-06-01,29799.080078,2022,6,1,2022
2022-06-02,30467.488281,2022,6,2,2022
2022-06-03,29704.390625,2022,6,3,2022
2022-06-04,29832.914063,2022,6,4,2022
2022-06-05,29906.662109,2022,6,5,2022
2022-06-06,31370.671875,2022,6,6,2022
2022-06-07,31155.478516,2022,6,7,2022
2022-06-08,30214.355469,2022,6,8,2022
2022-06-09,30111.998047,2022,6,9,2022
2022-06-10,29083.804688,2022,6,10,2022
2022-06-11,28360.810547,2022,6,11,2022
2022-06-12,26762.648438,2022,6,12,2022
2022-06-13,22487.388672,2022,6,13,2022
2022-06-14,22206.792969,2022,6,14,2022
2022-06-15,22572.839844,2022,6,15,2022
2022-06-16,20381.650391,2022,6,16,2022
2022-06-17,20471.482422,2022,6,17,2022
2022-06-18,19017.642578,2022,6,18,2022
2022-06-19,20553.271484,2022,6,19,2022
2022-06-20,20599.537109,2022,6,20,2022
2022-06-21,20710.597656,2022,6,21,2022
2022-06-22,19987.029297,2022,6,22,2022
2022-06-23,21085.876953,2022,6,23,2022
2022-06-24,21231.65625,2022,6,24,2022
2022-06-25,21502.337891,2022,6,25,2022
2022-06-26,21027.294922,2022,6,26,2022
2022-06-27,20735.478516,2022,6,27,2022
2022-06-28,20280.634766,2022,6,28,2022
2022-06-29,20104.023438,2022,6,29,2022
2022-06-30,19784.726563,2022,6,30,2022
2022-07-01,19269.367188,2022,7,1,2022
2022-07-02,19242.255859,2022,7,2,2022
2022-07-03,19297.076172,2022,7,3,2022
2022-07-04,20231.261719,2022,7,4,2022
2022-07-05,20190.115234,2022,7,5,2022
2022-07-06,20548.246094,2022,7,6,2022
2022-07-07,21637.587891,2022,7,7,2022
2022-07-08,21731.117188,2022,7,8,2022
2022-07-09,21592.207031,2022,7,9,2022
2022-07-10,20860.449219,2022,7,10,2022
2022-07-11,19970.556641,2022,7,11,2022
2022-07-12,19323.914063,2022,7,12,2022
2022-07-13,20212.074219,2022,7,13,2022
2022-07-14,20569.919922,2022,7,14,2022
2022-07-15,20836.328125,2022,7,15,2022
2022-07-16,21190.316406,2022,7,16,2022
2022-07-17,20779.34375,2022,7,17,2022
2022-07-18,22485.689453,2022,7,18,2022
2022-07-19,23389.433594,2022,7,19,2022
2022-07-20,23231.732422,2022,7,20,2022
2022-07-21,23164.628906,2022,7,21,2022
2022-07-22,22714.978516,2022,7,22,2022
2022-07-23,22465.478516,2022,7,23,2022
2022-07-24,22609.164063,2022,7,24,2022
2022-07-25,21361.701172,2022,7,25,2022
2022-07-26,21239.753906,2022,7,26,2022
2022-07-27,22930.548828,2022,7,27,2022
2022-07-28,23843.886719,2022,7,28,2022
2022-07-29,23804.632813,2022,7,29,2022
2022-07-30,23656.207031,2022,7,30,2022
2022-07-31,23336.896484,2022,7,31,2022
2022-08-01,23314.199219,2022,8,1,2022
2022-08-02,22978.117188,2022,8,2,2022
2022-08-03,22846.507813,2022,8,3,2022
2022-08-04,22630.957031,2022,8,4,2022
2022-08-05,23289.314453,2022,8,5,2022
2022-08-06,22961.279297,2022,8,6,2022
2022-08-07,23175.890625,2022,8,7,2022
2022-08-08,23809.486328,2022,8,8,2022
2022-08-09,23164.318359,2022,8,9,2022
2022-08-10,23947.642578,2022,8,10,2022
2022-08-11,23957.529297,2022,8,11,2022
2022-08-12,24402.818359,2022,8,12,2022
2022-08-13,24424.068359,2022,8,13,2022
2022-08-14,24319.333984,2022,8,14,2022
2022-08-15,24136.972656,2022,8,15,2022
2022-08-16,23883.291016,2022,8,16,2022
2022-08-17,23335.998047,2022,8,17,2022
2022-08-18,23212.738281,2022,8,18,2022
2022-08-19,20877.552734,2022,8,19,2022
2022-08-20,21166.060547,2022,8,20,2022
2022-08-21,21534.121094,2022,8,21,2022
2022-08-22,21398.908203,2022,8,22,2022
2022-08-23,21528.087891,2022,8,23,2022
2022-08-24,21395.019531,2022,8,24,2022
2022-08-25,21600.904297,2022,8,25,2022
2022-08-26,20260.019531,2022,8,26,2022
2022-08-27,20041.738281,2022,8,27,2022
2022-08-28,19616.814453,2022,8,28,2022
2022-08-29,20297.994141,2022,8,29,2022
2022-08-30,19796.808594,2022,8,30,2022
2022-08-31,20049.763672,2022,8,31,2022
2022-09-01,20127.140625,2022,9,1,2022
2022-09-02,19969.771484,2022,9,2,2022
2022-09-03,19832.087891,2022,9,3,2022
2022-09-04,19986.712891,2022,9,4,2022
2022-09-05,19812.371094,2022,9,5,2022
2022-09-06,18837.667969,2022,9,6,2022
2022-09-07,19290.324219,2022,9,7,2022
2022-09-08,19329.833984,2022,9,8,2022
2022-09-09,21381.152344,2022,9,9,2022
2022-09-10,21680.539063,2022,9,10,2022
2022-09-11,21769.255859,2022,9,11,2022
2022-09-12,22370.449219,2022,9,12,2022
2022-09-13,20296.707031,2022,9,13,2022
2022-09-14,20241.089844,2022,9,14,2022
2022-09-15,19701.210938,2022,9,15,2022
2022-09-16,19772.583984,2022,9,16,2022
2022-09-17,20127.576172,2022,9,17,2022
2022-09-18,19419.505859,2022,9,18,2022
2022-09-19,19544.128906,2022,9,19,2022
2022-09-20,18890.789063,2022,9,20,2022
2022-09-21,18547.400391,2022,9,21,2022
2022-09-22,19413.550781,2022,9,22,2022
2022-09-23,19297.638672,2022,9,23,2022
2022-09-24,18937.011719,2022,9,24,2022
2022-09-25,18802.097656,2022,9,25,2022
2022-09-26,19222.671875,2022,9,26,2022
2022-09-27,19110.546875,2022,9,27,2022
2022-09-28,19426.720703,2022,9,28,2022
2022-09-29,19573.050781,2022,9,29,2022
2022-09-30,19431.789063,2022,9,30,2022
2022-10-01,19312.095703,2022,10,1,2022
2022-10-02,19044.107422,2022,10,2,2022
2022-10-03,19623.580078,2022,10,3,2022
2022-10-04,20336.84375,2022,10,4,2022
2022-10-05,20160.716797,2022,10,5,2022
2022-10-06,19955.443359,2022,10,6,2022
2022-10-07,19546.849609,2022,10,7,2022
2022-10-08,19416.568359,2022,10,8,2022
2022-10-09,19446.425781,2022,10,9,2022
2022-10-10,19141.484375,2022,10,10,2022
2022-10-11,19051.417969,2022,10,11,2022
2022-10-12,19157.445313,2022,10,12,2022
2022-10-13,19382.904297,2022,10,13,2022
2022-10-14,19185.65625,2022,10,14,2022
2022-10-15,19067.634766,2022,10,15,2022
2022-10-16,19268.09375,2022,10,16,2022
2022-10-17,19550.757813,2022,10,17,2022
2022-10-18,19334.416016,2022,10,18,2022
2022-10-19,19139.535156,2022,10,19,2022
2022-10-20,19053.740234,2022,10,20,2022
2022-10-21,19172.46875,2022,10,21,2022
2022-10-22,19208.189453,2022,10,22,2022
2022-10-23,19567.007813,2022,10,23,2022
2022-10-24,19345.572266,2022,10,24,2022
2022-10-25,20095.857422,2022,10,25,2022
2022-10-26,20770.441406,2022,10,26,2022
2022-10-27,20285.835938,2022,10,27,2022
2022-10-28,20595.351563,2022,10,28,2022
2022-10-29,20818.476563,2022,10,29,2022
2022-10-30,20635.603516,2022,10,30,2022
2022-10-31,20495.773438,2022,10,31,2022
2022-11-01,20485.273438,2022,11,1,2022
2022-11-02,20159.503906,2022,11,2,2022
2022-11-03,20209.988281,2022,11,3,2022
2022-11-04,21147.230469,2022,11,4,2022
2022-11-05,21282.691406,2022,11,5,2022
2022-11-06,20926.486328,2022,11,6,2022
2022-11-07,20602.816406,2022,11,7,2022
2022-11-08,18541.271484,2022,11,8,2022
2022-11-09,15880.780273,2022,11,9,2022
2022-11-10,17586.771484,2022,11,10,2022
2022-11-11,17034.292969,2022,11,11,2022
2022-11-12,16799.185547,2022,11,12,2022
2022-11-13,16353.365234,2022,11,13,2022
2022-11-14,16618.199219,2022,11,14,2022
2022-11-15,16884.613281,2022,11,15,2022
2022-11-16,16669.439453,2022,11,16,2022
2022-11-17,16687.517578,2022,11,17,2022
2022-11-18,16697.777344,2022,11,18,2022
2022-11-19,16711.546875,2022,11,19,2022
2022-11-20,16291.832031,2022,11,20,2022
2022-11-21,15787.28418,2022,11,21,2022
2022-11-22,16189.769531,2022,11,22,2022
2022-11-23,16610.707031,2022,11,23,2022
2022-11-24,16604.464844,2022,11,24,2022
2022-11-25,16521.841797,2022,11,25,2022
2022-11-26,16464.28125,2022,11,26,2022
2022-11-27,16444.626953,2022,11,27,2022
2022-11-28,16217.322266,2022,11,28,2022
2022-11-29,16444.982422,2022,11,29,2022
2022-11-30,17168.566406,2022,11,30,2022
2022-12-01,16967.132813,2022,12,1,2022
2022-12-02,17088.660156,2022,12,2,2022
2022-12-03,16908.236328,2022,12,3,2022
2022-12-04,17130.486328,2022,12,4,2022
2022-12-05,16974.826172,2022,12,5,2022
2022-12-06,17089.503906,2022,12,6,2022
2022-12-07,16848.126953,2022,12,7,2022
2022-12-08,17233.474609,2022,12,8,2022
2022-12-09,17133.152344,2022,12,9,2022
2022-12-10,17128.724609,2022,12,10,2022
2022-12-11,17104.193359,2022,12,11,2022
2022-12-12,17206.4375,2022,12,12,2022
2022-12-13,17781.318359,2022,12,13,2022
2022-12-14,17815.650391,2022,12,14,2022
2022-12-15,17364.865234,2022,12,15,2022
2022-12-16,16647.484375,2022,12,16,2022
2022-12-17,16795.091797,2022,12,17,2022
2022-12-18,16757.976563,2022,12,18,2022
2022-12-19,16439.679688,2022,12,19,2022
2022-12-20,16906.304688,2022,12,20,2022
2022-12-21,16817.535156,2022,12,21,2022
2022-12-22,16830.341797,2022,12,22,2022
2022-12-23,16796.953125,2022,12,23,2022
2022-12-24,16847.755859,2022,12,24,2022
2022-12-25,16841.986328,2022,12,25,2022
2022-12-26,16919.804688,2022,12,26,2022
2022-12-27,16717.173828,2022,12,27,2022
2022-12-28,16552.572266,2022,12,28,2022
2022-12-29,16642.341797,2022,12,29,2022
2022-12-30,16602.585938,2022,12,30,2022
2022-12-31,16547.496094,2022,12,31,2022
2023-01-01,16625.080078,2023,1,1,2023
2023-01-02,16688.470703,2023,1,2,2023
2023-01-03,16679.857422,2023,1,3,2023
2023-01-04,16863.238281,2023,1,4,2023
2023-01-05,16836.736328,2023,1,5,2023
2023-01-06,16951.96875,2023,1,6,2023
2023-01-07,16955.078125,2023,1,7,2023
2023-01-08,17091.144531,2023,1,8,2023
2023-01-09,17196.554688,2023,1,9,2023
2023-01-10,17446.292969,2023,1,10,2023
2023-01-11,17934.896484,2023,1,11,2023
2023-01-12,18869.587891,2023,1,12,2023
2023-01-13,19909.574219,2023,1,13,2023
2023-01-14,20976.298828,2023,1,14,2023
2023-01-15,20880.798828,2023,1,15,2023
2023-01-16,21169.632813,2023,1,16,2023
2023-01-17,21161.519531,2023,1,17,2023
2023-01-18,20688.78125,2023,1,18,2023
2023-01-19,21086.792969,2023,1,19,2023
2023-01-20,22676.552734,2023,1,20,2023
2023-01-21,22777.625,2023,1,21,2023
2023-01-22,22720.416016,2023,1,22,2023
2023-01-23,22934.431641,2023,1,23,2023
2023-01-24,22636.46875,2023,1,24,2023
2023-01-25,23117.859375,2023,1,25,2023
2023-01-26,23032.777344,2023,1,26,2023
2023-01-27,23078.728516,2023,1,27,2023
2023-01-28,23031.089844,2023,1,28,2023
2023-01-29,23774.566406,2023,1,29,2023
2023-01-30,22840.138672,2023,1,30,2023
2023-01-31,23139.283203,2023,1,31,2023
2023-02-01,23723.769531,2023,2,1,2023
2023-02-02,23471.871094,2023,2,2,2023
2023-02-03,23449.322266,2023,2,3,2023
2023-02-04,23331.847656,2023,2,4,2023
2023-02-05,22955.666016,2023,2,5,2023
2023-02-06,22760.109375,2023,2,6,2023
2023-02-07,23264.291016,2023,2,7,2023
2023-02-08,22939.398438,2023,2,8,2023
2023-02-09,21819.039063,2023,2,9,2023
2023-02-10,21651.183594,2023,2,10,2023
2023-02-11,21870.875,2023,2,11,2023
2023-02-12,21788.203125,2023,2,12,2023
2023-02-13,21808.101563,2023,2,13,2023
2023-02-14,22220.804688,2023,2,14,2023
2023-02-15,24307.841797,2023,2,15,2023
2023-02-16,23623.474609,2023,2,16,2023
2023-02-17,24565.601563,2023,2,17,2023
2023-02-18,24641.277344,2023,2,18,2023
2023-02-19,24327.642578,2023,2,19,2023
2023-02-20,24829.148438,2023,2,20,2023
2023-02-21,24436.353516,2023,2,21,2023
2023-02-22,24188.84375,2023,2,22,2023
2023-02-23,23947.492188,2023,2,23,2023
2023-02-24,23198.126953,2023,2,24,2023
2023-02-25,23175.375,2023,2,25,2023
2023-02-26,23561.212891,2023,2,26,2023
2023-02-27,23522.871094,2023,2,27,2023
2023-02-28,23147.353516,2023,2,28,2023
2023-03-01,23646.550781,2023,3,1,2023
2023-03-02,23475.466797,2023,3,2,2023
2023-03-03,22362.679688,2023,3,3,2023
2023-03-04,22353.349609,2023,3,4,2023
2023-03-05,22435.513672,2023,3,5,2023
2023-03-06,22429.757813,2023,3,6,2023
2023-03-07,22219.769531,2023,3,7,2023
2023-03-08,21718.080078,2023,3,8,2023
2023-03-09,20363.021484,2023,3,9,2023
2023-03-10,20187.244141,2023,3,10,2023
2023-03-11,20632.410156,2023,3,11,2023
2023-03-12,22163.949219,2023,3,12,2023
2023-03-13,24197.533203,2023,3,13,2023
2023-03-14,24746.074219,2023,3,14,2023
2023-03-15,24375.960938,2023,3,15,2023
2023-03-16,25052.789063,2023,3,16,2023
2023-03-17,27423.929688,2023,3,17,2023
2023-03-18,26965.878906,2023,3,18,2023
2023-03-19,28038.675781,2023,3,19,2023
2023-03-20,27767.236328,2023,3,20,2023
2023-03-21,28175.816406,2023,3,21,2023
2023-03-22,27307.4375,2023,3,22,2023
2023-03-23,28333.972656,2023,3,23,2023
2023-03-24,27493.285156,2023,3,24,2023
2023-03-25,27494.707031,2023,3,25,2023
2023-03-26,27994.330078,2023,3,26,2023
2023-03-27,27139.888672,2023,3,27,2023
2023-03-28,27268.130859,2023,3,28,2023
2023-03-29,28348.441406,2023,3,29,2023
2023-03-30,28033.5625,2023,3,30,2023
2023-03-31,28478.484375,2023,3,31,2023
2023-04-01,28411.035156,2023,4,1,2023
2023-04-02,28199.308594,2023,4,2,2023
2023-04-03,27790.220703,2023,4,3,2023
2023-04-04,28168.089844,2023,4,4,2023
2023-04-05,28177.984375,2023,4,5,2023
2023-04-06,28044.140625,2023,4,6,2023
2023-04-07,27925.859375,2023,4,7,2023
2023-04-08,27947.794922,2023,4,8,2023
2023-04-09,28333.050781,2023,4,9,2023
2023-04-10,29652.980469,2023,4,10,2023
2023-04-11,30235.058594,2023,4,11,2023
2023-04-12,30139.052734,2023,4,12,2023
2023-04-13,30399.066406,2023,4,13,2023
2023-04-14,30485.699219,2023,4,14,2023
2023-04-15,30318.496094,2023,4,15,2023
2023-04-16,30315.355469,2023,4,16,2023
2023-04-17,29445.044922,2023,4,17,2023
2023-04-18,30397.552734,2023,4,18,2023
2023-04-19,28822.679688,2023,4,19,2023
2023-04-20,28245.988281,2023,4,20,2023
2023-04-21,27276.910156,2023,4,21,2023
2023-04-22,27817.5,2023,4,22,2023
2023-04-23,27591.384766,2023,4,23,2023
2023-04-24,27525.339844,2023,4,24,2023
2023-04-25,28307.597656,2023,4,25,2023
2023-04-26,28422.701172,2023,4,26,2023
2023-04-27,29473.787109,2023,4,27,2023
2023-04-28,29340.261719,2023,4,28,2023
2023-04-29,29248.488281,2023,4,29,2023
2023-04-30,29268.806641,2023,4,30,2023
2023-05-01,28091.568359,2023,5,1,2023
2023-05-02,28680.537109,2023,5,2,2023
2023-05-03,29006.308594,2023,5,3,2023
2023-05-04,28847.710938,2023,5,4,2023
2023-05-05,29534.384766,2023,5,5,2023
2023-05-06,28904.623047,2023,5,6,2023
2023-05-07,28454.978516,2023,5,7,2023
2023-05-08,27694.273438,2023,5,8,2023
2023-05-09,27658.775391,2023,5,9,2023
2023-05-10,27621.755859,2023,5,10,2023
2023-05-11,27000.789063,2023,5,11,2023
2023-05-12,26804.990234,2023,5,12,2023
2023-05-13,26784.078125,2023,5,13,2023
2023-05-14,26930.638672,2023,5,14,2023
2023-05-15,27192.693359,2023,5,15,2023
2023-05-16,27036.650391,2023,5,16,2023
2023-05-17,27398.802734,2023,5,17,2023
2023-05-18,26832.208984,2023,5,18,2023
2023-05-19,26890.128906,2023,5,19,2023
2023-05-20,27129.585938,2023,5,20,2023
2023-05-21,26753.826172,2023,5,21,2023
2023-05-22,26851.277344,2023,5,22,2023
2023-05-23,27225.726563,2023,5,23,2023
2023-05-24,26334.818359,2023,5,24,2023
2023-05-25,26476.207031,2023,5,25,2023
2023-05-26,26719.291016,2023,5,26,2023
